,text,airline_sentiment
11610,tyvm usair happy night lt3,positive
11611,thanks hectic everyone action dont represent company well imo,positive
11612,mr husain u shld protest well one ur party member rehman malik delayed pia flight hour,negative
11613,good hold 1hour 2xday since sun book 1way flt dividend mile agent send hold hell,negative
11614,im sure dont question still remains found 820 crew wont come 950 810 flt tks,negative
11615,impressed airline would feel lot better flying upgraded first class tomorrow,negative
11616,glad home great people got home safely sad others didnt get back bc scheduling problem,positive
11617,update 2hrs delayed obviously isnt 2 date havent boarded,negative
11618,may bewhat issucks,negative
11619,whole handling jokeboston logan one little old ladyone handling customer,negative
11620,appreciate response,positive
11621,long billing cycle,neutral
11622,hold 123 wont let use companion voucher online,negative
11623,one helpful never fly airline,negative
11624,wont 5 hour holding give couldnt borrow phone longer 5 hour,negative
11625,ive sitting charlotte airport 4 hour waited crew maintenance,negative
11626,delayed flight 3 time cancelled flighting angry rude worker providing helpful service,negative
11627,daughter stranded charlotte u airway cancelled flightled flight tonight completely dissatisfied,negative
11628,thanks kevin team f38ish phl great service recovery tonight appreciate,positive
11629,commitment excellence 2b praised get wrong city 2 day late flight right one 3 day late flight,negative
11630,car service hotel food hotel cost bc cancelled flightlations fall customer last minute notification,negative
11631,im amazed lack communication passenger,negative
11632,told csr would close acct couldnt care le,negative
11633,beware barklays bank terrible cust service assist know go badly written bookin english,negative
11634,call weather act god refuse help wife 3 kid sympathy,negative
11635,bad weather shouldnt mean bad service,negative
11636,stuck charlotte treated like nobody staff,negative
11637,flight keep getting delayed cancelled flighted information worst customer service ever,negative
11638,reservation sync mean hold w customer service 12 min want idea,negative
11639,sits throne lie,negative
11640,wheres bag called noon promising today would like update like website promise need bag,negative
11641,flt 470 tampa clt late flight gonna miss conn bos,negative
11642,im flight finally air enough food feed customer movie entertainment 5 hr flight,negative
11643,hope pilot good day,neutral
11644,thanks help left message dca lost found finger crossed find,positive
11645,worst airline ’ ever flown guy treated like garbage today,negative
11646,water flight 763 dca first time ive ever seen happen,negative
11647,eh happens think ill survive thanks,neutral
11648,voucher past trip delayed thought talk someone phone use true,negative
11649,wont help cant believe wouldnt take full fare first class gave away platinum member profit,negative
11650,1 12 hour hold customer service without anyone answering ridiculous,negative
11651,im cust svc line charlotte nc agent better game,neutral
11652,flight full,neutral
11653,delayed three time finally boarded waiting 20 minute told plan completely powered,negative
11654,4 hour 4 hour four hour like joke,negative
11655,thanks trip screwed ive move meeting dinner im still nyc yet,negative
11656,dont need check status flight plane door malfunction get together,negative
11657,freaking fact fixing engine charlotte orlando,negative
11658,told record refund someone please help long day,negative
11659,tried speaking multiple people reservation desk 30 min hold,negative
11660,put back hold hour completely unacceptable,negative
11661,stop reposting autoresponse return flight home couldnt get rsw,negative
11662,contd put 7 pm flite tonite think shes worst customer service ever u need fix,negative
11663,thank glad heading home great people call center,positive
11664,thx 4 replying trying 2 get thru many time amp vmail people hanging u talked 2 techcontd,positive
11665,flight booking problem c68ld9 time select manage flight booking problem month emailed response help,negative
11666,ha youre fun,positive
11667,ur service shitty pilot never showed waited hour another pilot supposed come didnt flighted,negative
11668,long flight,neutral
11669,flying high thanks,positive
11670,ticket couldnt used bc unable get departing dest rsw bc blizzard bos told way use credit 200 fine,negative
11671,cant get reservation take look 2 hour hold time reasonable industry,negative
11672,3 hour hold oh wait le 5 minute useless csr talked put back hold last 30 minute,negative
11673,thanks would better gate agent c14 charlotte boarding flight 1791,positive
11674,flt 5302 clt day supposed depart 551 620still crew contact pilot,negative
11675,ask ice attendant snap dont ice cart 5 min late flightr 2 cup ice people 2 row ahead,negative
11676,thanks,positive
11677,ive waiting callback eight hour much longer,negative
11678,2 half hour hold hope feel good steaming pile shit paid far much,negative
11679,redeemed flight 744 call negotiate thank lord im heading home,negative
11680,total b offered pay full first class airfare told sold 3 seat gave seat others,negative
11681,hold u 40mins wasting time amp dont appreciate,negative
11682,u 893 gate open 50 min waiting great way finish 18 hour delayed arrival,negative
11683,strike strongly suggest live tweet ordeal medium team appreciates update,negative
11684,flight 4524 first 2 hour wait deadhead crew deadhead crew take overhead bin space paying customer annoyed,negative
